name,url,country,iata,value,label,id
Middle East Airlines,middle-east-airlines-mea,lb,ME ,Middle East Airlines (ME/MEA),Middle East Airlines (ME/MEA),515
Swedline Express,swedline-express-srl,se,SM ,Swedline Express (SM/SRL),Swedline Express (SM/SRL),723
Air Independence,air-independence-dly,de,   ,Air Independence (/DLY),Air Independence (/DLY),1280
Wardair,wardair-wda,ca,WD ,Wardair (WD/WDA),Wardair (WD/WDA),1124
Amsterdam Airlines,amsterdam-airlines-aan,nl,WD ,Amsterdam Airlines (WD/AAN),Amsterdam Airlines (WD/AAN),1287
Dairo air Service,dairo-air-service-daz,ke,WD ,Dairo air Service (WD/DAZ),Dairo air Service (WD/DAZ),226
Rwandair Express,rwandair-express-rwd,rw,WB ,Rwandair Express (WB/RWD),Rwandair Express (WB/RWD),665
Southern Winds,southern-winds-swd,ar,A4 ,Southern Winds (A4/SWD),Southern Winds (A4/SWD),737
WDL Worldwide,wdl-worldwide-wdl,de,W1 ,WDL Worldwide (W1/WDL),WDL Worldwide (W1/WDL),1505
Djibouti Airlines,djibouti-airlines-djb,dj,D8 ,Djibouti Airlines (D8/DJB),Djibouti Airlines (D8/DJB),235
AirAsia X,airasia-x-xax,my,D7 ,AirAsia X (D7/XAX),AirAsia X (D7/XAX),1128
Sky Trek International Airlines,sky-trek-international-airlines-pzr,us,1I ,Sky Trek International Airlines (1I/PZR),Sky Trek International Airlines (1I/PZR),1018
Independence Air,independence-air-ide,us,DH ,Independence Air (DH/IDE),Independence Air (DH/IDE),383
Buddha Air,buddha-air-bha,np,U4 ,Buddha Air (U4/BHA),Buddha Air (U4/BHA),1218
DHL Aviation,dhl-aviation-dhv,za,   ,DHL Aviation (/DHV),DHL Aviation (/DHV),1614
PRiMA Aero Trasporti Italiani,prima-aero-trasporti-italiani-egs,it,E3 ,PRiMA Aero Trasporti Italiani (E3/EGS),PRiMA Aero Trasporti Italiani (E3/EGS),1352
Eagles Airlines,eagles-airlines-egs,it,E3 ,Eagles Airlines (E3/EGS),Eagles Airlines (E3/EGS),1351
Air Alfa,air-alfa-lfa,tr,H7 ,Air Alfa (H7/LFA),Air Alfa (H7/LFA),1144
Eagle Air,eagle-air-egu,ug,H7 ,Eagle Air (H7/EGU),Eagle Air (H7/EGU),258
Buzz,buzz-uka,gb,UK ,Buzz (UK/UKA),Buzz (UK/UKA),1334
Kuwait Airways,kuwait-airways-kac,kw,KU ,Kuwait Airways (KU/KAC),Kuwait Airways (KU/KAC),424
East Afrian Airlines,east-afrian-airlines-ugx,ug,QU ,East Afrian Airlines (QU/UGX),East Afrian Airlines (QU/UGX),814
Quebecair,quebecair-qba,ca,QB ,Quebecair (QB/QBA),Quebecair (QB/QBA),1311
Equaflight Service,equaflight-service-eka,cg,5E ,Equaflight Service (5E/EKA),Equaflight Service (5E/EKA),928
Deutsche BA,deutsche-ba-bag,de,DI ,Deutsche BA (DI/BAG),Deutsche BA (DI/BAG),1601
Meridiana,meridiana-iss,it,IG ,Meridiana (IG/ISS),Meridiana (IG/ISS),396
British United Airways,british-united-airways-bua,gb,BR ,British United Airways (BR/BUA),British United Airways (BR/BUA),1406
Svenska Direktflyg,svenska-direktflyg-hsv,se,HS ,Svenska Direktflyg (HS/HSV),Svenska Direktflyg (HS/HSV),365
Air Company Itek-Air,air-company-itek-air-ika,kg,GI ,Air Company Itek-Air (GI/IKA),Air Company Itek-Air (GI/IKA),385
Scanair,scanair-vkg,dk,DK ,Scanair (DK/VKG),Scanair (DK/VKG),1172
Eastland Air,eastland-air-ela,au,DK ,Eastland Air (DK/ELA),Eastland Air (DK/ELA),261
Aviation Enterprise TESIS,aviation-enterprise-tesis-tis,ru,UZ ,Aviation Enterprise TESIS (UZ/TIS),Aviation Enterprise TESIS (UZ/TIS),770
Motor-Sich,motor-sich-msi,ua,M9 ,Motor-Sich (M9/MSI),Motor-Sich (M9/MSI),535
Omskavia Airline,omskavia-airline-oms,ru,N3 ,Omskavia Airline (N3/OMS),Omskavia Airline (N3/OMS),588
El Al Israel Airlines,el-al-israel-airlines-ely,il,LY ,El Al Israel Airlines (LY/ELY),El Al Israel Airlines (LY/ELY),266
Olympic Air,olympic-air-oal,gr,OA ,Olympic Air (OA/OAL),Olympic Air (OA/OAL),578
Eos Airlines,eos-airlines-ess,us,E0 ,Eos Airlines (E0/ESS),Eos Airlines (E0/ESS),1624
Seair Pacific,seair-pacific-se0,au,SE ,Seair Pacific (SE/SE0),Seair Pacific (SE/SE0),1381
UNI Airways,uni-airways-uia,tw,B7 ,UNI Airways (B7/UIA),UNI Airways (B7/UIA),815
Servicios de Transportes Aereos Fueguinos,servicios-de-transportes-aereos-fueguinos-stu,ar,FS ,Servicios de Transportes Aereos Fueguinos (FS/STU),Servicios de Transportes Aereos Fueguinos (FS/STU),728
Trans Air,trans-air-mui,us,P6 ,Trans Air (P6/MUI),Trans Air (P6/MUI),539
Eritrean Airlines,eritrean-airlines-ert,er,B8 ,Eritrean Airlines (B8/ERT),Eritrean Airlines (B8/ERT),271
VietJet Air,vietjet-air-vjc,vn,VJ ,VietJet Air (VJ/VJC),VietJet Air (VJ/VJC),1632
Estafeta Carga Aerea,estafeta-carga-aerea-esf,mx,E7 ,Estafeta Carga Aerea (E7/ESF),Estafeta Carga Aerea (E7/ESF),272
Nordic East Airways,nordic-east-airways-eln,se,E7 ,Nordic East Airways (E7/ELN),Nordic East Airways (E7/ELN),1374
Eagle Air,eagle-air-efl,tz,EY ,Eagle Air (EY/EFL),Eagle Air (EY/EFL),255
Tavrey Aircompany,tavrey-aircompany-tvr,ua,T6 ,Tavrey Aircompany (T6/TVR),Tavrey Aircompany (T6/TVR),802
Servicios Aereos Nacionales,servicios-aereos-nacionales-lrs,cr,RZ ,Servicios Aereos Nacionales (RZ/LRS),Servicios Aereos Nacionales (RZ/LRS),489
SATA International,sata-international-rzo,pt,S4 ,SATA International (S4/RZO),SATA International (S4/RZO),670
Samara Airlines,samara-airlines-brz,ru,E5 ,Samara Airlines (E5/BRZ),Samara Airlines (E5/BRZ),148
Prime Air,prime-air-trz,us,T9 ,Prime Air (T9/TRZ),Prime Air (T9/TRZ),791
Aero Zambia,aero-zambia-rzl,zm,Z9 ,Aero Zambia (Z9/RZL),Aero Zambia (Z9/RZL),669
Saratov Airlines,saratov-airlines-sov,ru,6W ,Saratov Airlines (6W/SOV),Saratov Airlines (6W/SOV),1033
Execaire,execaire-exa,ca,MB ,Execaire (MB/EXA),Execaire (MB/EXA),283
Hamburg International,hamburg-international-hhi,de,4R ,Hamburg International (4R/HHI),Hamburg International (4R/HHI),955
Wanair,wanair-vnr,pf,3W ,Wanair (3W/VNR),Wanair (3W/VNR),1065
East-West Airlines,east-west-airlines-ewa,au,EW ,East-West Airlines (EW/EWA),East-West Airlines (EW/EWA),1194
Hewa Bora Airways,hewa-bora-airways-alx,cg,EO ,Hewa Bora Airways (EO/ALX),Hewa Bora Airways (EO/ALX),56
East-West Airlines,east-west-airlines-ewi,in,4S ,East-West Airlines (4S/EWI),East-West Airlines (4S/EWI),1589
Eastern Air Lines,eastern-air-lines-eal,us,EA ,Eastern Air Lines (EA/EAL),Eastern Air Lines (EA/EAL),1187
European Air Express,european-air-express-eae,de,EA ,European Air Express (EA/EAE),European Air Express (EA/EAE),248
Air Venezuela,air-venezuela-vza,ve,7Q ,Air Venezuela (7Q/VZA),Air Venezuela (7Q/VZA),1070
Executive Airlines,executive-airlines-exw,us,OW ,Executive Airlines (OW/EXW),Executive Airlines (OW/EXW),287
Yellow Air Taxi,yellow-air-taxi-emj,us,Y0 ,Yellow Air Taxi (Y0/EMJ),Yellow Air Taxi (Y0/EMJ),1269
Warbelow's Air Ventures,warbelows-air-ventures-wav,us,4W ,Warbelow's Air Ventures (4W/WAV),Warbelow's Air Ventures (4W/WAV),1061
UFS,ufs-ufs,us,U2 ,UFS (U2/UFS),UFS (U2/UFS),813
China National Aviation Corporation (CNAC),china-national-aviation-corporation-cnac-cag,cn,F6 ,China National Aviation Corporation (CNAC) (F6/CAG),China National Aviation Corporation (CNAC) (F6/CAG),163
First Cambodia Airlines,first-cambodia-airlines-fcc,kh,F6 ,First Cambodia Airlines (F6/FCC),First Cambodia Airlines (F6/FCC),296
Express One International,express-one-international-lhn,us,EO ,Express One International (EO/LHN),Express One International (EO/LHN),471
Georgian Airways,georgian-airways-tgz,ge,A9 ,Georgian Airways (A9/TGZ),Georgian Airways (A9/TGZ),766
ExpressJet Airlines,expressjet-airlines-asq,us,XE ,ExpressJet Airlines (XE/ASQ),ExpressJet Airlines (XE/ASQ),1087
Far Eastern Air Transport,far-eastern-air-transport-fea,tw,EF ,Far Eastern Air Transport (EF/FEA),Far Eastern Air Transport (EF/FEA),301
Linjeflyg,linjeflyg-lin,se,LF ,Linjeflyg (LF/LIN),Linjeflyg (LF/LIN),1432
Faso Airways,faso-airways-fsw,bf,F3 ,Faso Airways (F3/FSW),Faso Airways (F3/FSW),315
Flying Enterprise,flying-enterprise-fly,se,F3 ,Flying Enterprise (F3/FLY),Flying Enterprise (F3/FLY),1557
Falcon Air,falcon-air-fcn,se,IH ,Falcon Air (IH/FCN),Falcon Air (IH/FCN),298
Skynet Airlines,skynet-airlines-sih,ie,SI ,Skynet Airlines (SI/SIH),Skynet Airlines (SI/SIH),705
Vichi Air,vichi-air-vih,md,   ,Vichi Air (/VIH),Vichi Air (/VIH),1630
Aero Hunduras,aero-hunduras-hon,hn,4S ,Aero Hunduras (4S/HON),Aero Hunduras (4S/HON),956
Finnair,finnair-fin,fi,AY ,Finnair (AY/FIN),Finnair (AY/FIN),304
Northwest Regional Airlines,northwest-regional-airlines-nwr,au,FY ,Northwest Regional Airlines (FY/NWR),Northwest Regional Airlines (FY/NWR),574
Flair Airlines,flair-airlines-fle,ca,FY ,Flair Airlines (FY/FLE),Flair Airlines (FY/FLE),1386
Flying Colours Airlines,flying-colours-airlines-fcl,gb,MT ,Flying Colours Airlines (MT/FCL),Flying Colours Airlines (MT/FCL),1308
First Air,first-air-fab,ca,7F ,First Air (7F/FAB),First Air (7F/FAB),938
FlyMe,flyme-fly,se,SH ,FlyMe (SH/FLY),FlyMe (SH/FLY),308
Aeris,aeris-ais,fr,SH ,Aeris (SH/AIS),Aeris (SH/AIS),1379
Air Toulouse,air-toulouse-ais,fr,SH ,Air Toulouse (SH/AIS),Air Toulouse (SH/AIS),1579
Florida West International Airways,florida-west-international-airways-fwl,us,RF ,Florida West International Airways (RF/FWL),Florida West International Airways (RF/FWL),318
Interflug,interflug-ifl,de,IF ,Interflug (IF/IFL),Interflug (IF/IFL),1238
Royal Flight of Oman,royal-flight-of-oman-orf,om,RS ,Royal Flight of Oman (RS/ORF),Royal Flight of Oman (RS/ORF),591
Fly Havayolu Tasimacilik,fly-havayolu-tasimacilik-flm,tr,F2 ,Fly Havayolu Tasimacilik (F2/FLM),Fly Havayolu Tasimacilik (F2/FLM),307
Falcon Air Express,falcon-air-express-fao,us,F2 ,Falcon Air Express (F2/FAO),Falcon Air Express (F2/FAO),293
Lithuanian Airlines,lithuanian-airlines-lil,lt,TE ,Lithuanian Airlines (TE/LIL),Lithuanian Airlines (TE/LIL),474
FlyNordic,flynordic-ndc,se,LF ,FlyNordic (LF/NDC),FlyNordic (LF/NDC),1076
Gulf Air,gulf-air-gfa,bh,GF ,Gulf Air (GF/GFA),Gulf Air (GF/GFA),324
Inselflieger,inselflieger-lfh,de,   ,Inselflieger (/LFH),Inselflieger (/LFH),1297
Gulfstream International Airlines,gulfstream-international-airlines-gft,us,3M ,Gulfstream International Airlines (3M/GFT),Gulfstream International Airlines (3M/GFT),946
Shorouk Air,shorouk-air-shk,eg,7Q ,Shorouk Air (7Q/SHK),Shorouk Air (7Q/SHK),1435
Yangtze River Express Airlines,yangtze-river-express-airlines-yzr,cn,Y8 ,Yangtze River Express Airlines (Y8/YZR),Yangtze River Express Airlines (Y8/YZR),867
Frontier Flying Service,frontier-flying-service-fta,us,2F ,Frontier Flying Service (2F/FTA),Frontier Flying Service (2F/FTA),943
Payam,payam-irp,ir,2F ,Payam (2F/IRP),Payam (2F/IRP),961
Heavylift Cargo Airlines,heavylift-cargo-airlines-hvy,au,HN ,Heavylift Cargo Airlines (HN/HVY),Heavylift Cargo Airlines (HN/HVY),367
Aviation Services,aviation-services-fre,gu,FP ,Aviation Services (FP/FRE),Aviation Services (FP/FRE),312
Futura International Airways,futura-international-airways-fua,es,FH ,Futura International Airways (FH/FUA),Futura International Airways (FH/FUA),316
Hello,hello-fhe,ch,HW ,Hello (HW/FHE),Hello (HW/FHE),1345
Tavaj Transportes Aereos Regulares,tavaj-transportes-aereos-regulares-tvj,br,4U ,Tavaj Transportes Aereos Regulares (4U/TVJ),Tavaj Transportes Aereos Regulares (4U/TVJ),1047
Ghana International Airlines,ghana-international-airlines-ghb,gh,G0 ,Ghana International Airlines (G0/GHB),Ghana International Airlines (G0/GHB),1480
British Eagle,british-eagle-eg0,gb,EG ,British Eagle (EG/EG0),British Eagle (EG/EG0),1455
Gestair,gestair-ges,es,GP ,Gestair (GP/GES),Gestair (GP/GES),323
Dublin City Helicopters,dublin-city-helicopters-dch,ir,DC ,Dublin City Helicopters (DC/DCH),Dublin City Helicopters (DC/DCH),1150
KD Air,kd-air-kdc,ca,XC ,KD Air (XC/KDC),KD Air (XC/KDC),427
Potomac Air,potomac-air-pdc,us,BK ,Potomac Air (BK/PDC),Potomac Air (BK/PDC),599
Air Liberte,air-liberte-lib,fr,IJ ,Air Liberte (IJ/LIB),Air Liberte (IJ/LIB),1261
TAT European Airlines,tat-european-airlines-tat,fr,IJ ,TAT European Airlines (IJ/TAT),TAT European Airlines (IJ/TAT),1155
Touraine Air Transport,touraine-air-transport-ij0,fr,IJ ,Touraine Air Transport (IJ/IJ0),Touraine Air Transport (IJ/IJ0),1250
Interjet,interjet-aij,mx,4O ,Interjet (4O/AIJ),Interjet (4O/AIJ),1326
Helijet International,helijet-international-jba,ca,JB ,Helijet International (JB/JBA),Helijet International (JB/JBA),409
Oriental Air Bridge,oriental-air-bridge-ngk,jp,   ,Oriental Air Bridge (/NGK),Oriental Air Bridge (/NGK),1587
Hageland Aviation Services,hageland-aviation-services-hag,us,H6 ,Hageland Aviation Services (H6/HAG),Hageland Aviation Services (H6/HAG),345
Volga Aviaexpress,volga-aviaexpress-wlg,ru,G6 ,Volga Aviaexpress (G6/WLG),Volga Aviaexpress (G6/WLG),1498
Air Volga,air-volga-wlg,ru,G6 ,Air Volga (G6/WLG),Air Volga (G6/WLG),1497
Guinee Airlines,guinee-airlines-gif,gn,J9 ,Guinee Airlines (J9/GIF),Guinee Airlines (J9/GIF),328
Skagway Air Service,skagway-air-service-sgy,us,N5 ,Skagway Air Service (N5/SGY),Skagway Air Service (N5/SGY),700
Kyrgyz International Airlines,kyrgyz-international-airlines-kyl,kg,N5 ,Kyrgyz International Airlines (N5/KYL),Kyrgyz International Airlines (N5/KYL),450
