name,url,country,iata,lon,value,label,icao,lat,id
Merimbula / Merimbula,merimbula-merimbula-ymer,au,MIM,149.901389,Merimbula / Merimbula (MIM/YMER),Merimbula / Merimbula (MIM/YMER),YMER,-36.908611,5110
Merowe / Merowe,merowe-merowe-hsmr,sd,MWE,31.818703,Merowe / Merowe (MWE/HSMR),Merowe / Merowe (MWE/HSMR),HSMR,18.455403,1967
Mersa Matruh / Mersa Matruh,mersa-matruh-mersa-matruh-hemm,eg,MUH,27.221667,Mersa Matruh / Mersa Matruh (MUH/HEMM),Mersa Matruh / Mersa Matruh (MUH/HEMM),HEMM,31.325278,1954
Mesa / Phoenix-Mesa Gateway,mesa-phoenix-mesa-gateway-kiwa,us,AZA,-111.655556,Mesa / Phoenix-Mesa Gateway (AZA/KIWA),Mesa / Phoenix-Mesa Gateway (AZA/KIWA),KIWA,33.307777,3925
Metema / Metema,metema-metema-hamm,et,ETE,36.167,Metema / Metema (ETE/HAMM),Metema / Metema (ETE/HAMM),HAMM,12.933,4216
Metz / Metz Frescaty,metz-metz-frescaty-lfsf,fr,MZM,6.133803,Metz / Metz Frescaty (MZM/LFSF),Metz / Metz Frescaty (MZM/LFSF),LFSF,49.076281,2005
Mexicali / Rodolfo Sanchez Taboada,mexicali-rodolfo-sanchez-taboada-mmml,mx,MXL,-115.241667,Mexicali / Rodolfo Sanchez Taboada (MXL/MMML),Mexicali / Rodolfo Sanchez Taboada (MXL/MMML),MMML,32.63,1980
Mexico City / Juarez,mexico-city-juarez-mmmx,mx,MEX,-99.072192,Mexico City / Juarez (MEX/MMMX),Mexico City / Juarez (MEX/MMMX),MMMX,19.436275,1800
Mezen / Mezen,mezen-mezen-ulae,ru,NA0,44.215,Mezen / Mezen (NA0/ULAE),Mezen / Mezen (NA0/ULAE),ULAE,65.878333,3671
Mfuwe / Mfuwe,mfuwe-mfuwe-flmf,zm,MFU,31.933333,Mfuwe / Mfuwe (MFU/FLMF),Mfuwe / Mfuwe (MFU/FLMF),FLMF,-13.266667,1813
Miami / Dade-Collier Training And Transition,miami-dade-collier-training-and-transition-ktnt,us,TNT,-80.897,Miami / Dade-Collier Training And Transition (TNT/KTNT),Miami / Dade-Collier Training And Transition (TNT/KTNT),KTNT,25.861806,2985
Miami / Kendall-Tamiami Exec,miami-kendall-tamiami-exec-ktmb,us,TMB,-80.432778,Miami / Kendall-Tamiami Exec (TMB/KTMB),Miami / Kendall-Tamiami Exec (TMB/KTMB),KTMB,25.647889,2963
Miami / Miami International,miami-miami-international-kmia,us,MIA,-80.290556,Miami / Miami International (MIA/KMIA),Miami / Miami International (MIA/KMIA),KMIA,25.79325,1831
Miami / Opa Locka,miami-opa-locka-kopf,us,OPF,-80.278389,Miami / Opa Locka (OPF/KOPF),Miami / Opa Locka (OPF/KOPF),KOPF,25.907,2201
Mian Yang / Nanjiao,mian-yang-nanjiao-zumy,cn,MIG,104.73805,Mian Yang / Nanjiao (MIG/ZUMY),Mian Yang / Nanjiao (MIG/ZUMY),ZUMY,31.43111,4698
Miandrivazo / Miandrivazo,miandrivazo-miandrivazo-fmmn,mg,ZVA,45.45,Miandrivazo / Miandrivazo (ZVA/FMMN),Miandrivazo / Miandrivazo (ZVA/FMMN),FMMN,-19.566667,3557
Middle Caicos / Middle Caicos,middle-caicos-middle-caicos-mbmc,tc,MDS,-71.8025,Middle Caicos / Middle Caicos (MDS/MBMC),Middle Caicos / Middle Caicos (MDS/MBMC),MBMC,21.82583,4279
Midland / Midland,midland-midland-kmaf,us,MAF,-102.201914,Midland / Midland (MAF/KMAF),Midland / Midland (MAF/KMAF),KMAF,31.942528,1740
Midway Atoll / Henderson Fld,midway-atoll-henderson-fld-pmdy,us,MDY,-177.379519,Midway Atoll / Henderson Fld (MDY/PMDY),Midway Atoll / Henderson Fld (MDY/PMDY),PMDY,28.203672,1786
Mikkeli / Mikkeli,mikkeli-mikkeli-efmi,fi,MIK,27.2,Mikkeli / Mikkeli (MIK/EFMI),Mikkeli / Mikkeli (MIK/EFMI),EFMI,61.686389,1834
Milan / Bresso,milan-bresso-limb,it,NA0,9.20333,Milan / Bresso (NA0/LIMB),Milan / Bresso (NA0/LIMB),LIMB,45.542198,5076
Milan / Linate,milan-linate-liml,it,LIN,9.278333,Milan / Linate (LIN/LIML),Milan / Linate (LIN/LIML),LIML,45.449444,1627
Milan / Malpensa,milan-malpensa-limc,it,MXP,8.723056,Milan / Malpensa (MXP/LIMC),Milan / Malpensa (MXP/LIMC),LIMC,45.63,1983
Mildenhall / Mildenhall,mildenhall-mildenhall-egun,gb,MHZ,0.486389,Mildenhall / Mildenhall (MHZ/EGUN),Mildenhall / Mildenhall (MHZ/EGUN),EGUN,52.361944,1830
Mildura / Mildura,mildura-mildura-ymia,au,MQL,142.08455,Mildura / Mildura (MQL/YMIA),Mildura / Mildura (MQL/YMIA),YMIA,-34.230835,3690
Milford Sound / Milford Sound,milford-sound-milford-sound-nzmf,nz,MFN,167.9233,Milford Sound / Milford Sound (MFN/NZMF),Milford Sound / Milford Sound (MFN/NZMF),NZMF,-44.6733,4342
Millington / Memphis Nas,millington-memphis-nas-knqa,us,NQA,-89.870278,Millington / Memphis Nas (NQA/KNQA),Millington / Memphis Nas (NQA/KNQA),KNQA,35.356667,2096
Millinocket / Millinocket Muni,millinocket-millinocket-muni-kmlt,us,MLT,-68.685561,Millinocket / Millinocket Muni (MLT/KMLT),Millinocket / Millinocket Muni (MLT/KMLT),KMLT,45.647836,1872
Millville / Millville Muni,millville-millville-muni-kmiv,us,MIV,-75.072222,Millville / Millville Muni (MIV/KMIV),Millville / Millville Muni (MIV/KMIV),KMIV,39.367806,1837
Milos / Milos,milos-milos-lgml,gr,MLO,24.475,Milos / Milos (MLO/LGML),Milos / Milos (MLO/LGML),LGML,36.696111,1871
Milton / Burlington Air Park,milton-burlington-air-park-czba,ca,NA0,-79.850278,Milton / Burlington Air Park (NA0/CZBA),Milton / Burlington Air Park (NA0/CZBA),CZBA,43.441667,5129
Milton / Whiting Fld NAS-North,milton-whiting-fld-nas-north-knse,us,NSE,-87.021944,Milton / Whiting Fld NAS-North (NSE/KNSE),Milton / Whiting Fld NAS-North (NSE/KNSE),KNSE,30.724167,2106
Milwaukee / Gen Mitchell,milwaukee-gen-mitchell-kmke,us,MKE,-87.896583,Milwaukee / Gen Mitchell (MKE/KMKE),Milwaukee / Gen Mitchell (MKE/KMKE),KMKE,42.947222,1849
Minamidaito / Minamidaito,minamidaito-minamidaito-romd,jp,MMD,131.263611,Minamidaito / Minamidaito (MMD/ROMD),Minamidaito / Minamidaito (MMD/ROMD),ROMD,25.846667,1879
Minatitlan / Minatitlan,minatitlan-minatitlan-mmmt,mx,MTT,-94.580681,Minatitlan / Minatitlan (MTT/MMMT),Minatitlan / Minatitlan (MTT/MMMT),MMMT,18.103419,1948
Mineral Wells / Mineral Wells,mineral-wells-mineral-wells-kmwl,us,MWL,-98.060175,Mineral Wells / Mineral Wells (MWL/KMWL),Mineral Wells / Mineral Wells (MWL/KMWL),KMWL,32.781606,1970
Mineralnyye Vody / Mineralnyye Vody,mineralnyye-vody-mineralnyye-vody-urmm,ru,MRV,43.083333,Mineralnyye Vody / Mineralnyye Vody (MRV/URMM),Mineralnyye Vody / Mineralnyye Vody (MRV/URMM),URMM,44.225,1930
Minhad / Minhad Military Airbase,minhad-minhad-military-airbase-omdm,ae,NHD,55.373653,Minhad / Minhad Military Airbase (NHD/OMDM),Minhad / Minhad Military Airbase (NHD/OMDM),OMDM,25.023756,3740
Minna / Minna New,minna-minna-new-dnmn,ng,MXJ,6.462256,Minna / Minna New (MXJ/DNMN),Minna / Minna New (MXJ/DNMN),DNMN,9.652172,3996
Minneapolis / St Paul,minneapolis-st-paul-kmsp,us,MSP,-93.221764,Minneapolis / St Paul (MSP/KMSP),Minneapolis / St Paul (MSP/KMSP),KMSP,44.881956,1936
Minot / Minot AFB,minot-minot-afb-kmib,us,MIB,-101.357667,Minot / Minot AFB (MIB/KMIB),Minot / Minot AFB (MIB/KMIB),KMIB,48.4155,1832
Minot / Minot,minot-minot-kmot,us,MOT,-101.280333,Minot / Minot (MOT/KMOT),Minot / Minot (MOT/KMOT),KMOT,48.259378,1912
Minsk / Minsk International,minsk-minsk-international-umms,by,MSQ,28.0325,Minsk / Minsk International (MSQ/UMMS),Minsk / Minsk International (MSQ/UMMS),UMMS,53.8825,1937
Minsk / Minsk-1,minsk-minsk-1-ummm,by,MHP,27.541389,Minsk / Minsk-1 (MHP/UMMM),Minsk / Minsk-1 (MHP/UMMM),UMMM,53.864167,1827
Minvoul / Minvoul,minvoul-minvoul-fogv,ga,MVX,12.117,Minvoul / Minvoul (MVX/FOGV),Minvoul / Minvoul (MVX/FOGV),FOGV,2.15,4120
Miramichi / Chatham,miramichi-chatham-cych,ca,YCH,-65.449167,Miramichi / Chatham (YCH/CYCH),Miramichi / Chatham (YCH/CYCH),CYCH,47.007833,3314
Miri / Miri,miri-miri-wbgr,my,MYY,113.988367,Miri / Miri (MYY/WBGR),Miri / Miri (MYY/WBGR),WBGR,4.325236,1995
Mirny / Mirny,mirny-mirny-uerr,ru,MJZ,114.033333,Mirny / Mirny (MJZ/UERR),Mirny / Mirny (MJZ/UERR),UERR,62.533333,1847
Misawa / Misawa AB,misawa-misawa-ab-rjsm,jp,MSJ,141.375556,Misawa / Misawa AB (MSJ/RJSM),Misawa / Misawa AB (MSJ/RJSM),RJSM,40.7025,1934
Misrata / Misrata,misrata-misrata-hl76,ly,MRA,15.059722,Misrata / Misrata (MRA/HL76),Misrata / Misrata (MRA/HL76),HL76,32.325556,5062
Missoula / Johnson-Bell,missoula-johnson-bell-kmso,us,MSO,-114.08321,Missoula / Johnson-Bell (MSO/KMSO),Missoula / Johnson-Bell (MSO/KMSO),KMSO,46.918964,3930
Mitu / Fabio A. Leon Bentley,mitu-fabio-a-leon-bentley-skmu,co,MVP,-70.234167,Mitu / Fabio A. Leon Bentley (MVP/SKMU),Mitu / Fabio A. Leon Bentley (MVP/SKMU),SKMU,1.253611,1972
Mitzic / Mitzic,mitzic-mitzic-foom,ga,MZC,11.55,Mitzic / Mitzic (MZC/FOOM),Mitzic / Mitzic (MZC/FOOM),FOOM,0.783,4124
Miyakejima / Miyakejima,miyakejima-miyakejima-rjtq,jp,MYE,139.560278,Miyakejima / Miyakejima (MYE/RJTQ),Miyakejima / Miyakejima (MYE/RJTQ),RJTQ,34.073611,1887
Miyakojima / Miyako,miyakojima-miyako-romy,jp,MMY,125.295,Miyakojima / Miyako (MMY/ROMY),Miyakojima / Miyako (MMY/ROMY),ROMY,24.782778,1888
Miyazaki / Miyazaki,miyazaki-miyazaki-rjfm,jp,KMI,131.448611,Miyazaki / Miyazaki (KMI/RJFM),Miyazaki / Miyazaki (KMI/RJFM),RJFM,31.877222,1458
Mizan Teferi / Mizan Teferi,mizan-teferi-mizan-teferi-hamt,et,MTF,35.533,Mizan Teferi / Mizan Teferi (MTF/HAMT),Mizan Teferi / Mizan Teferi (MTF/HAMT),HAMT,6.967,4221
Mo I Rana / Mo I Rana,mo-i-rana-mo-i-rana-enra,no,MQN,14.302748,Mo I Rana / Mo I Rana (MQN/ENRA),Mo I Rana / Mo I Rana (MQN/ENRA),ENRA,66.36465,3707
Moa / Moa,moa-moa-mumo,cu,MOA,-74.922222,Moa / Moa (MOA/MUMO),Moa / Moa (MOA/MUMO),MUMO,20.653889,1901
Moabi / Moabi,moabi-moabi-fogi,ga,MGX,11,Moabi / Moabi (MGX/FOGI),Moabi / Moabi (MGX/FOGI),FOGI,-2.433,4119
Moala / Moala,moala-moala-nfmo,fj,MFJ,179.9511,Moala / Moala (MFJ/NFMO),Moala / Moala (MFJ/NFMO),NFMO,-18.5666,4307
Moanda / Moanda,moanda-moanda-food,ga,MFF,13.26944,Moanda / Moanda (MFF/FOOD),Moanda / Moanda (MFF/FOOD),FOOD,-1.53777,4122
Mobile / Mobile Downtown,mobile-mobile-downtown-kbfm,us,BFM,-88.068092,Mobile / Mobile Downtown (BFM/KBFM),Mobile / Mobile Downtown (BFM/KBFM),KBFM,30.626783,277
Mobile / Mobile Regl,mobile-mobile-regl-kmob,us,MOB,-88.242814,Mobile / Mobile Regl (MOB/KMOB),Mobile / Mobile Regl (MOB/KMOB),KMOB,30.691231,1902
Mocimboa Da Praia / Mocimboa Da Praia,mocimboa-da-praia-mocimboa-da-praia-fqmp,mz,MZB,40.35,Mocimboa Da Praia / Mocimboa Da Praia (MZB/FQMP),Mocimboa Da Praia / Mocimboa Da Praia (MZB/FQMP),FQMP,-11.35,1997
Modesto / Modesto City Co,modesto-modesto-city-co-kmod,us,MOD,-120.954419,Modesto / Modesto City Co (MOD/KMOD),Modesto / Modesto City Co (MOD/KMOD),KMOD,37.625817,1904
Moenjodaro / Moenjodaro,moenjodaro-moenjodaro-opmj,pk,MJD,68.143053,Moenjodaro / Moenjodaro (MJD/OPMJ),Moenjodaro / Moenjodaro (MJD/OPMJ),OPMJ,27.335156,1840
Mogadishu / Mogadishu,mogadishu-mogadishu-hcmm,so,MGQ,45.316667,Mogadishu / Mogadishu (MGQ/HCMM),Mogadishu / Mogadishu (MGQ/HCMM),HCMM,2.016667,1821
Moheli / Moheli,moheli-moheli-fmci,km,NWA,43.7664,Moheli / Moheli (NWA/FMCI),Moheli / Moheli (NWA/FMCI),FMCI,-12.298108,2124
Mokapu / Kanoehe Bay,mokapu-kanoehe-bay-phng,us,NGF,-157.768,Mokapu / Kanoehe Bay (NGF/PHNG),Mokapu / Kanoehe Bay (NGF/PHNG),PHNG,21.450453,2047
Mokhotlong / Mokhotlong,mokhotlong-mokhotlong-fxmk,ls,MKH,29.07055,Mokhotlong / Mokhotlong (MKH/FXMK),Mokhotlong / Mokhotlong (MKH/FXMK),FXMK,-29.2805,4150
Mokuti Lodge / Mokuti Lodge,mokuti-lodge-mokuti-lodge-fymo,na,OKU,17.0594,Mokuti Lodge / Mokuti Lodge (OKU/FYMO),Mokuti Lodge / Mokuti Lodge (OKU/FYMO),FYMO,-18.812799,5035
Molde / Molde,molde-molde-enml,no,MOL,7.2625,Molde / Molde (MOL/ENML),Molde / Molde (MOL/ENML),ENML,62.744722,1908
Moline / Quad City,moline-quad-city-kmli,us,MLI,-90.50611,Moline / Quad City (MLI/KMLI),Moline / Quad City (MLI/KMLI),KMLI,41.453896,3901
Mombasa / Moi,mombasa-moi-hkmo,ke,MBA,39.597803,Mombasa / Moi (MBA/HKMO),Mombasa / Moi (MBA/HKMO),HKMO,-4.028836,1754
Monastir / Habib Bourguiba,monastir-habib-bourguiba-dtmb,tn,MIR,10.754722,Monastir / Habib Bourguiba (MIR/DTMB),Monastir / Habib Bourguiba (MIR/DTMB),DTMB,35.758056,1835
Monbetsu / Monbetsu,monbetsu-monbetsu-rjeb,jp,MBE,143.404167,Monbetsu / Monbetsu (MBE/RJEB),Monbetsu / Monbetsu (MBE/RJEB),RJEB,44.304167,1755
Monclova / Monclova,monclova-monclova-mmmv,mx,LOV,-101.470278,Monclova / Monclova (LOV/MMMV),Monclova / Monclova (LOV/MMMV),MMMV,26.954444,1664
Moncton / Moncton,moncton-moncton-cyqm,ca,YQM,-64.678611,Moncton / Moncton (YQM/CYQM),Moncton / Moncton (YQM/CYQM),CYQM,46.112222,3417
Mong-Hsat / Mong Hsat,mong-hsat-mong-hsat-vyms,mm,MOG,99.256825,Mong-Hsat / Mong Hsat (MOG/VYMS),Mong-Hsat / Mong Hsat (MOG/VYMS),VYMS,20.516758,1906
Mongomeyen / President Obiang Nguema International,mongomeyen-president-obiang-nguema-international-fgmy,gq,GEM,11.023889,Mongomeyen / President Obiang Nguema International (GEM/FGMY),Mongomeyen / President Obiang Nguema International (GEM/FGMY),FGMY,1.69,5235
Monkey Bay / Monkey Bay,monkey-bay-monkey-bay-fwmy,mw,MYZ,34.91972,Monkey Bay / Monkey Bay (MYZ/FWMY),Monkey Bay / Monkey Bay (MYZ/FWMY),FWMY,-14.0836,4145
Monkey Mia / Shark Bay,monkey-mia-shark-bay-yshk,au,MJK,113.57695,Monkey Mia / Shark Bay (MJK/YSHK),Monkey Mia / Shark Bay (MJK/YSHK),YSHK,-25.888159,3858
Monroe / Monroe Regl,monroe-monroe-regl-kmlu,us,MLU,-92.037689,Monroe / Monroe Regl (MLU/KMLU),Monroe / Monroe Regl (MLU/KMLU),KMLU,32.510867,1873
Monrovia / Roberts,monrovia-roberts-glrb,lr,ROB,-10.359878,Monrovia / Roberts (ROB/GLRB),Monrovia / Roberts (ROB/GLRB),GLRB,6.240444,2545
Monrovia / Spriggs Payne,monrovia-spriggs-payne-glmr,lr,MLW,-10.766828,Monrovia / Spriggs Payne (MLW/GLMR),Monrovia / Spriggs Payne (MLW/GLMR),GLMR,6.284333,1874
Mont-Joli / Mont Joli,mont-joli-mont-joli-cyyy,ca,YYY,-68.2075,Mont-Joli / Mont Joli (YYY/CYYY),Mont-Joli / Mont Joli (YYY/CYYY),CYYY,48.608889,3499
Monte Carlo / Monte Carlo Heliport,monte-carlo-monte-carlo-heliport-lnmc,mc,MCM,7.416667,Monte Carlo / Monte Carlo Heliport (MCM/LNMC),Monte Carlo / Monte Carlo Heliport (MCM/LNMC),LNMC,43.733334,3614
Montego Bay / Montego Bay,montego-bay-montego-bay-mkjs,jm,MBJ,-77.913333,Montego Bay / Montego Bay (MBJ/MKJS),Montego Bay / Montego Bay (MBJ/MKJS),MKJS,18.503611,1756
Monterey / Monterey Peninsula,monterey-monterey-peninsula-kmry,us,MRY,-121.850815,Monterey / Monterey Peninsula (MRY/KMRY),Monterey / Monterey Peninsula (MRY/KMRY),KMRY,36.587296,3842
Monteria / Los Garzones,monteria-los-garzones-skmr,co,MTR,-75.825833,Monteria / Los Garzones (MTR/SKMR),Monteria / Los Garzones (MTR/SKMR),SKMR,8.823611,1946
Monterrey / Del Norte,monterrey-del-norte-mman,mx,NTR,-100.237211,Monterrey / Del Norte (NTR/MMAN),Monterrey / Del Norte (NTR/MMAN),MMAN,25.865606,2113
Monterrey / Monterrey,monterrey-monterrey-mmmy,mx,MTY,-100.106456,Monterrey / Monterrey (MTY/MMMY),Monterrey / Monterrey (MTY/MMMY),MMMY,25.775856,1949
Montes Claros / Montes Claros,montes-claros-montes-claros-sbmk,br,MOC,-43.821944,Montes Claros / Montes Claros (MOC/SBMK),Montes Claros / Montes Claros (MOC/SBMK),SBMK,-16.706111,1903
Montevideo / Carrasco,montevideo-carrasco-sumu,uy,MVD,-56.030278,Montevideo / Carrasco (MVD/SUMU),Montevideo / Carrasco (MVD/SUMU),SUMU,-34.837778,1966
Montgomery / Maxwell Afb,montgomery-maxwell-afb-kmxf,us,MXF,-86.3625,Montgomery / Maxwell Afb (MXF/KMXF),Montgomery / Maxwell Afb (MXF/KMXF),KMXF,32.37916,4263
Montgomery / Montgomery,montgomery-montgomery-kmgm,us,MGM,-86.3939,Montgomery / Montgomery (MGM/KMGM),Montgomery / Montgomery (MGM/KMGM),KMGM,32.30063,4571
Montlucon / Montlucon-Gueret,montlucon-montlucon-gueret-lfbk,fr,MCU,2.362778,Montlucon / Montlucon-Gueret (MCU/LFBK),Montlucon / Montlucon-Gueret (MCU/LFBK),LFBK,46.226111,1771
Montpellier / Montpellier Mediterranee,montpellier-montpellier-mediterranee-lfmt,fr,MPL,3.961389,Montpellier / Montpellier Mediterranee (MPL/LFMT),Montpellier / Montpellier Mediterranee (MPL/LFMT),LFMT,43.583333,1915
Montreal / Mirabel,montreal-mirabel-cymx,ca,YMX,-74.005278,Montreal / Mirabel (YMX/CYMX),Montreal / Mirabel (YMX/CYMX),CYMX,45.681944,3386
Montreal / Montreal,montreal-montreal-cycv,ca,YCV,-73.716,Montreal / Montreal (YCV/CYCV),Montreal / Montreal (YCV/CYCV),CYCV,45.534,3958
Montreal / Pierre Elliot Trudeau,montreal-pierre-elliot-trudeau-cyul,ca,YUL,-73.740833,Montreal / Pierre Elliot Trudeau (YUL/CYUL),Montreal / Pierre Elliot Trudeau (YUL/CYUL),CYUL,45.470556,3450
Montrose / Montrose,montrose-montrose-kmtj,us,MTJ,-107.894,Montrose / Montrose (MTJ/KMTJ),Montrose / Montrose (MTJ/KMTJ),KMTJ,38.50979,4585
Montserrat / John A. Osborne,montserrat-john-a-osborne-trpm,ms,MNI,-62.193,Montserrat / John A. Osborne (MNI/TRPM),Montserrat / John A. Osborne (MNI/TRPM),TRPM,16.79111,4418
Moorea I / Temae,moorea-i-temae-nttm,pf,MOZ,-149.760556,Moorea I / Temae (MOZ/NTTM),Moorea I / Temae (MOZ/NTTM),NTTM,-17.491667,1913
Moosburg / Auf der Kippe,moosburg-auf-der-kippe-edpi,de,NA0,11.94325,Moosburg / Auf der Kippe (NA0/EDPI),Moosburg / Auf der Kippe (NA0/EDPI),EDPI,48.45819,4775
Moose Jaw / Moose Jaw,moose-jaw-moose-jaw-cymj,ca,YMJ,-105.559167,Moose Jaw / Moose Jaw (YMJ/CYMJ),Moose Jaw / Moose Jaw (YMJ/CYMJ),CYMJ,50.330278,3381
Moosonee / Moosonee,moosonee-moosonee-cymo,ca,YMO,-80.607778,Moosonee / Moosonee (YMO/CYMO),Moosonee / Moosonee (YMO/CYMO),CYMO,51.291111,3383
Mopti / Barbe,mopti-barbe-gamb,ml,MZI,-4.084167,Mopti / Barbe (MZI/GAMB),Mopti / Barbe (MZI/GAMB),GAMB,14.508611,2002
Mora / Siljan,mora-siljan-eskm,se,MXX,14.510556,Mora / Siljan (MXX/ESKM),Mora / Siljan (MXX/ESKM),ESKM,60.958611,1986
Morafenobe / Morafenobe,morafenobe-morafenobe-fmmr,mg,TVA,44.917,Morafenobe / Morafenobe (TVA/FMMR),Morafenobe / Morafenobe (TVA/FMMR),FMMR,-17.85,4091
Moranbah / Moranbah,moranbah-moranbah-ymrb,au,MOV,148.07442,Moranbah / Moranbah (MOV/YMRB),Moranbah / Moranbah (MOV/YMRB),YMRB,-22.06057,4804
Moree / Moree,moree-moree-ymor,au,MRZ,149.851347,Moree / Moree (MRZ/YMOR),Moree / Moree (MRZ/YMOR),YMOR,-29.493958,4806
Morelia / Municipal,morelia-municipal-mmmm,mx,MLM,-101.028889,Morelia / Municipal (MLM/MMMM),Morelia / Municipal (MLM/MMMM),MMMM,19.846389,1869
Morgantown / Walter L. Bill Hart Field,morgantown-walter-l-bill-hart-field-kmgw,us,MGW,-79.916389,Morgantown / Walter L. Bill Hart Field (MGW/KMGW),Morgantown / Walter L. Bill Hart Field (MGW/KMGW),KMGW,39.642778,5214
Morlaix / Morlaix Ploujean,morlaix-morlaix-ploujean-lfru,fr,MXN,-3.816667,Morlaix / Morlaix Ploujean (MXN/LFRU),Morlaix / Morlaix Ploujean (MXN/LFRU),LFRU,48.600833,1982
Morningside Farm / Morningside Farm,morningside-farm-morningside-farm-fams,za,MEZ,26.911389,Morningside Farm / Morningside Farm (MEZ/FAMS),Morningside Farm / Morningside Farm (MEZ/FAMS),FAMS,-25.697222,1802
Morombe / Morombe,morombe-morombe-fmsr,mg,MXM,43.366667,Morombe / Morombe (MXM/FMSR),Morombe / Morombe (MXM/FMSR),FMSR,-21.75,1981
Moron / Moron Airport,moron-moron-airport-zmmn,mn,MXV,100.099167,Moron / Moron Airport (MXV/ZMMN),Moron / Moron Airport (MXV/ZMMN),ZMMN,49.663056,3655
Moron / Moron,moron-moron-sadm,ar,MXB,-58.642778,Moron / Moron (MXB/SADM),Moron / Moron (MXB/SADM),SADM,-34.676111,3714
Morondava / Morondava,morondava-morondava-fmmv,mg,MOQ,44.317778,Morondava / Morondava (MOQ/FMMV),Morondava / Morondava (MOQ/FMMV),FMMV,-20.284722,1911
Moroni / Moroni Hahaia,moroni-moroni-hahaia-fmch,km,HAH,43.271325,Moroni / Moroni Hahaia (HAH/FMCH),Moroni / Moroni Hahaia (HAH/FMCH),FMCH,-11.536519,1090
Moroni / Moroni Iconi,moroni-moroni-iconi-fmcn,km,YVA,43.235,Moroni / Moroni Iconi (YVA/FMCN),Moroni / Moroni Iconi (YVA/FMCN),FMCN,-11.705,3455
Morotai Island / Morotai Island,morotai-island-morotai-island-wamr,in,OTI,128.3247,Morotai Island / Morotai Island (OTI/WAMR),Morotai Island / Morotai Island (OTI/WAMR),WAMR,2.045992,4451
Morristown / Morristown Municipal,morristown-municipal-kmmu,us,MMU,-74.415,Morristown / Morristown Municipal (MMU/KMMU),Morristown / Morristown Municipal (MMU/KMMU),KMMU,40.79944,5149
Morrisville / Stowe,morrisville-stowe-kmvl,us,MVL,-72.613889,Morrisville / Stowe (MVL/KMVL),Morrisville / Stowe (MVL/KMVL),KMVL,44.534722,4845
Moruya / Moruya,moruya-moruya-ymry,au,MYA,150.1444,Moruya / Moruya (MYA/YMRY),Moruya / Moruya (MYA/YMRY),YMRY,-35.8977,4660
Moscow / Bykovo,moscow-bykovo-uubb,ru,BKA,38.063889,Moscow / Bykovo (BKA/UUBB),Moscow / Bykovo (BKA/UUBB),UUBB,55.622222,4910
Moscow / Domodedovo,moscow-domodedovo-uudd,ru,DME,37.899494,Moscow / Domodedovo (DME/UUDD),Moscow / Domodedovo (DME/UUDD),UUDD,55.414566,3651
Moscow / Sheremetyevo,moscow-sheremetyevo-uuee,ru,SVO,37.415,Moscow / Sheremetyevo (SVO/UUEE),Moscow / Sheremetyevo (SVO/UUEE),UUEE,55.971667,2816
Moscow / Vnukovo,moscow-vnukovo-uuww,ru,VKO,37.273333,Moscow / Vnukovo (VKO/UUWW),Moscow / Vnukovo (VKO/UUWW),UUWW,55.6,3190
Moscow / Zhukovsky,moscow-zhukovsky-uubw,ru,ZIA,38.15167,Moscow / Zhukovsky (ZIA/UUBW),Moscow / Zhukovsky (ZIA/UUBW),UUBW,55.55333,5220
Moses Lake / Grant Co,moses-lake-grant-co-kmwh,us,MWH,-119.319139,Moses Lake / Grant Co (MWH/KMWH),Moses Lake / Grant Co (MWH/KMWH),KMWH,47.208583,1969
Moshi / Moshi,moshi-moshi-htms,tz,QSI,37.32694,Moshi / Moshi (QSI/HTMS),Moshi / Moshi (QSI/HTMS),HTMS,-3.36333,4254
Mosinee / Central Wisconsin,mosinee-central-wisconsin-kcwa,us,CWA,-89.6667,Mosinee / Central Wisconsin (CWA/KCWA),Mosinee / Central Wisconsin (CWA/KCWA),KCWA,44.77761,4547
Mosjoen / Mosjoen-Kjaerstad,mosjoen-mosjoen-kjaerstad-enms,no,MJF,13.215278,Mosjoen / Mosjoen-Kjaerstad (MJF/ENMS),Mosjoen / Mosjoen-Kjaerstad (MJF/ENMS),ENMS,65.783611,1841
Mostar / Mostar,mostar-mostar-lqmo,ba,OMO,17.845878,Mostar / Mostar (OMO/LQMO),Mostar / Mostar (OMO/LQMO),LQMO,43.2829,2191
Mosul / Mosul,mosul-mosul-orbm,iq,OSM,43.149445,Mosul / Mosul (OSM/ORBM),Mosul / Mosul (OSM/ORBM),ORBM,36.3075,4637
Mota / Mota,mota-mota-hamo,et,OTA,37.867,Mota / Mota (OTA/HAMO),Mota / Mota (OTA/HAMO),HAMO,11.083,4218
Motueka / Motueka,motueka-motueka-nzmk,nz,MZP,172.9886,Motueka / Motueka (MZP/NZMK),Motueka / Motueka (MZP/NZMK),NZMK,-41.1233,4343
Moudjeria / Moudjeria,moudjeria-moudjeria-gqnl,mr,MOM,-12.5,Moudjeria / Moudjeria (MOM/GQNL),Moudjeria / Moudjeria (MOM/GQNL),GQNL,17.75,4187
Mouila / Mouila,mouila-mouila-fooa,ga,MJL,11.05665,Mouila / Mouila (MJL/FOOA),Mouila / Mouila (MJL/FOOA),FOOA,-1.84514,4121
